,Unnamed: 0,Unnamed: 0.1.1,mvrv_z_score,mvrv_momentum,nvt_smooth,nvt_dynamic,hashRate_change,log_return,drawdown_micro,rsi_7,rsi_14,rsi_slop,state
1953,1953,1953,-0.1972934097680574,0.1213428419169889,22.406648063002365,0.574591267482786,-12.27586462762944,0.0083184717898579,0.0,72.08551135175138,72.43826956797736,-13.141516508270342,0.0
1954,1954,1954,-0.2662759845338516,-0.0110815384097329,22.487529995651983,0.5998603007167276,-4.072782738689018,-0.0218782709528529,-0.0216406774490394,44.8963478196121,55.70499054929923,-27.18916353213928,0.0
1955,1955,1955,-0.3352585592996459,-0.1435059187364549,22.568411928301607,0.6251293339506692,11.373695961587682,-0.130936794106378,-0.1417115653440079,41.52255239276717,53.25859097814131,-3.373795426844936,2.0
1956,1956,1956,-0.40424113406544,-0.2759302990631768,22.64929386095123,0.6503983671846107,-3.945723501537446,0.0221568885926183,-0.1224823206754019,47.549674360904696,55.98698068956731,6.0271219681375285,0.0
1957,1957,1957,-0.3661063535118792,-0.1688129437438217,22.67437812878888,0.6225249328293225,-21.84235797532169,0.0086184902432286,-0.1148867589962097,58.900332718272566,61.53981863337432,11.35065835736787,0.0
1958,1958,1958,-0.3279715729583184,-0.0616955884244667,22.69946239662653,0.5946514984740343,-23.40531044538726,0.0386627021424567,-0.079995745120687,67.16001126451897,66.12483074413439,8.259678546246406,0.0
1959,1959,1959,-0.2898367924047575,0.0454217668948882,22.72454666446417,0.5667780641187461,-12.330883512488022,0.0509119444614829,-0.0319437071438823,55.73301943042077,59.45037087103356,-11.426991834098205,0.0
1960,1960,1960,-0.2517020118511968,0.1525391222142432,22.74963093230183,0.5389046297634579,-3.8101522724361625,-0.0354268716830094,-0.0656385379672715,56.76611617832225,59.97412310524742,1.0330967479014816,0.0
1961,1961,1961,-0.2460236726202522,0.1277096370023391,22.589487460761617,0.3544783873773994,-31.352849579996224,0.0005078755717405,-0.0651638780816515,62.85194750405408,63.065368172504336,6.085831325731832,0.0
1962,1962,1962,-0.2403453333893077,0.1028801517904349,22.429343989221405,0.1700521449913409,-29.23732312510501,0.0470185623474349,-0.0201594977636797,63.97655185731632,63.64023905670108,1.1246043532622425,0.0
1963,1963,1963,-0.2346669941583632,0.0780506665785308,22.269200517681195,-0.0143740973947175,-21.33924811462453,-0.0055499099024505,-0.0255824618691564,64.03258578933433,63.66710194126813,0.0560339320180105,0.0
1964,1964,1964,-0.2289886549274187,0.0532211813666267,22.109057046140983,-0.1988003397807759,-12.375233952017416,-0.0065703890056081,-0.0319637773293206,55.59210558921146,59.69349640809183,-8.440480200122877,0.0
